Long Station Name,Collection Date,EC,Br,Sacramento X2,Location,Area,WYT,Data
PDUP,2/4/2020,1920,1.18,73,SouthDelta,Interior,D,NCRO
TWA,2/4/2020,760,0.3,73,SouthDelta,Interior,D,NCRO
Middle River near Holt,2/5/2020,289.3,0.1,76,OMR,Interior,D,IT
Old River at Quimby Island,2/5/2020,315.8,0.127,76,OMR,Interior,D,IT
Holland Cut near Bethel Island,2/5/2020,355.9,0.153,76,OMR,Interior,D,IT
Middle River @ Union Point - P10A,2/6/2020,374.9,0.14,77,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,0.14,77,SJRcorridor,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/11/2020,571,0.222,79,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,2/13/2020,411.6,0.16,79,OMR,Interior,D,IT
Paradise Cut,2/19/2020,816,0.34,77,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,0.4,77,SouthDelta,Interior,D,IT
PDC,2/19/2020,821,0.34,77,SouthDelta,Interior,D,NCRO
SGA,2/19/2020,902.5,0.4,77,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,3/4/2020,308.2,0.09,79,OMR,Interior,D,IT
Old River at Quimby Island,3/4/2020,321.5,0.1,79,OMR,Interior,D,IT
Middle River near Holt,3/4/2020,364.7,0.13,79,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,3/4/2020,492.1,0.19,79,SouthDelta,Interior,D,IT
Paradise Cut Upstream,3/4/2020,1832,1.06,79,SouthDelta,Interior,D,IT
PDUP,3/4/2020,1820,1.06,79,SouthDelta,Interior,D,NCRO
TWA,3/4/2020,494,0.19,79,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,4/7/2020,999,0.43,77,SouthDelta,Interior,D,IT
Paradise Cut Upstream,4/7/2020,1982,1.2,77,SouthDelta,Interior,D,IT
PDUP,4/7/2020,1972,1.2,77,SouthDelta,Interior,D,NCRO
TWA,4/7/2020,996,0.43,77,SouthDelta,Interior,D,NCRO
Middle River near Holt,4/8/2020,290.7,0.08,76,OMR,Interior,D,IT
Holland Cut near Bethel Island,4/8/2020,298.6,0.09,76,OMR,Interior,D,IT
Old River at Quimby Island,4/8/2020,282,0.1,76,OMR,Interior,D,IT
Old River below Headwaters,4/21/2020,343.5,0.12,73,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,4/21/2020,347.2,0.122,73,SouthDelta,Interior,D,IT
Grant Line Canal East,4/21/2020,370.7,0.13,73,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,0.41,73,SouthDelta,Interior,D,IT
Paradise Cut,4/21/2020,888,0.45,73,SouthDelta,Interior,D,IT
GLE,4/21/2020,372,0.13,73,SouthDelta,Interior,D,NCRO
ORX,4/21/2020,349,0.122,73,SouthDelta,Interior,D,NCRO
OH1,4/21/2020,345,0.12,73,SouthDelta,Interior,D,NCRO
PDC,4/21/2020,916.5,0.45,73,SouthDelta,Interior,D,NCRO
SGA,4/21/2020,976,0.41,73,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,4/29/2020,674,0.28,75,SouthDelta,Interior,D,IT
Paradise Cut Upstream,4/29/2020,931,0.46,75,SouthDelta,Interior,D,IT
PDUP,4/29/2020,908,0.46,75,SouthDelta,Interior,D,NCRO
TWA,4/29/2020,676,0.28,75,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,5/7/2020,273.9,0.078,77,OMR,Interior,D,IT
Middle River near Holt,5/7/2020,331.4,0.111,77,OMR,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,5/14/2020,403,0.151,80,OMR,Interior,D,IT
PDUP,5/18/2020,1540,0.89,81,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,6/4/2020,257,0.07,81,OMR,Interior,D,IT
Old River at Quimby Island,6/4/2020,260.2,0.08,81,OMR,Interior,D,IT
Middle River near Holt,6/4/2020,298.8,0.1,81,OMR,Interior,D,IT
Old River near Doughty Cut - ORX,6/16/2020,253.9,0.1,80,SouthDelta,Interior,D,IT
ORX,6/16/2020,254,0.1,80,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,6/17/2020,1393,0.79,80,SouthDelta,Interior,D,IT
PDUP,6/17/2020,1410,0.79,80,SouthDelta,Interior,D,NCRO
Holland Cut near Bethel Island,3/24/2021,408.6,0.1481,78,OMR,Interior,C,IT
Old River at Quimby Island,3/24/2021,423.6,0.1563,78,OMR,Interior,C,IT
Middle River near Holt,3/24/2021,455.4,0.1708,78,OMR,Interior,C,IT
Old River at Tracy Wildlife Association,1/4/2022,616,0.186,65,SouthDelta,Interior,C,IT
Old River below Headwaters,1/12/2022,660,0.249,70,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,1/12/2022,663,0.249,70,SouthDelta,Interior,C,IT
Grant Line Canal East,1/12/2022,678,0.254,70,SouthDelta,Interior,C,IT
Paradise Cut,1/12/2022,821,0.333,70,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,0.77,70,SouthDelta,Interior,C,IT
Middle River near Holt,1/19/2022,311.8,0.11,74,OMR,Interior,C,IT
Old River at Quimby Island,1/19/2022,312.5,0.112,74,OMR,Interior,C,IT
Holland Cut near Bethel Island,1/19/2022,361,0.148,74,OMR,Interior,C,IT
Paradise Cut Upstream,1/19/2022,2987,2,74,SouthDelta,Interior,C,IT
Paradise Cut,1/25/2022,778,0.327,76,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,0.718,76,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,1/26/2022,356.6,0.137,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/27/2022,656,0.266,79,SJRcorridor,Interior,C,IT
Old River at Tracy Wildlife Association,2/8/2022,824,0.36,76,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,0.108,77,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,2/9/2022,354.6,0.126,77,OMR,Interior,C,IT
Paradise Cut Upstream,2/9/2022,1694,0.979,77,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,2/24/2022,391,0.143,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/24/2022,399,0.156,77,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,3/1/2022,480.8,0.189,78,SouthDelta,Interior,C,IT
Old River below Headwaters,3/1/2022,508,0.199,78,SJRcorridor,Interior,C,IT
Grant Line Canal East,3/1/2022,559,0.22,78,SouthDelta,Interior,C,IT
Old River at Quimby Island,3/9/2022,306.7,0.101,76,OMR,Interior,C,IT
Holland Cut near Bethel Island,3/9/2022,320.4,0.105,76,OMR,Interior,C,IT
Middle River near Holt,3/9/2022,325.3,0.116,76,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,0.157,74,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,3/10/2022,417,0.1595,74,OMR,Interior,C,IT
Paradise Cut Upstream,3/14/2022,3443,2.3,78,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,3/15/2022,935,0.391,79,SouthDelta,Interior,C,IT
Paradise Cut,3/16/2022,993,0.387,79,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,0.466,79,SouthDelta,Interior,C,IT
Eastside Delta Mendota Canal intake at Jones PP,3/22/2022,448,0.16,80,OMR,Interior,C,IT
Middle River @ Union Point - P10A,4/5/2022,400.6,0.154,81,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,0.244,81,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,4/7/2022,679,0.271,80,SouthDelta,Interior,C,IT
Old River below Headwaters,4/7/2022,679,0.278,80,SJRcorridor,Interior,C,IT
Grant Line Canal East,4/7/2022,766,0.306,80,SouthDelta,Interior,C,IT
