Long Station Name,Collection Date,EC,Cl,Sacramento X2,Location,Area,WYT,Data
Old River near Rock Slough,6/19/1959,327,44,91.43818578,OMR,Interior,BN,TT
Old River near Rock Slough,6/19/1959,318,34,91.43818578,OMR,Interior,BN,TT
Old River near Rock Slough,7/7/1959,749,160,94.29889644,OMR,Interior,BN,TT
Old River near Rock Slough,7/7/1959,716,152,94.29889644,OMR,Interior,BN,TT
Old River near Rock Slough,7/21/1959,1740,451,95.92495125,OMR,Interior,BN,TT
Old River near Rock Slough,7/21/1959,1320,329,95.92495125,OMR,Interior,BN,TT
Old River near Rock Slough,8/4/1959,1580,389,91.1135463,OMR,Interior,BN,TT
Old River near Rock Slough,8/4/1959,1380,336,91.1135463,OMR,Interior,BN,TT
Old River near Rock Slough,8/18/1959,1000,225,93.54824528,OMR,Interior,BN,TT
Old River near Rock Slough,8/18/1959,937,125,93.54824528,OMR,Interior,BN,TT
Old River near Rock Slough,9/2/1959,644,132,91.96611223,OMR,Interior,BN,TT
Old River near Rock Slough,9/2/1959,621,126,91.96611223,OMR,Interior,BN,TT
Old River near Rock Slough,9/15/1959,509,92,84.58759953,OMR,Interior,BN,TT
Old River near Rock Slough,9/15/1959,486,87,84.58759953,OMR,Interior,BN,TT
Old River near Rock Slough,10/1/1959,396,54,78.11676896,OMR,Interior,D,TT
Old River near Rock Slough,10/1/1959,352,44,78.11676896,OMR,Interior,D,TT
Old River near Rock Slough,10/30/1959,345,39,83.58656463,OMR,Interior,D,TT
Old River near Rock Slough,10/30/1959,281,29,83.58656463,OMR,Interior,D,TT
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,112,60.82383763,SJRcorridor,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,51,57.81297746,SJRcorridor,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,118,83.16574214,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,10,48.06579729,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,20,50.10640361,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,45,68.77308425,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),5/4/1972,188,18,82.90410837,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),5/11/1972,228,29,81.24048084,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),5/15/1972,233,31,83.98953334,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),5/25/1972,316,51,82.92814611,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/1/1972,343,56,84.59350819,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/13/1972,506,94,87.18414193,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/21/1972,574,115,86.3335458,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/22/1972,676,142,87.68398736,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/24/1972,970,224,93.34177705,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/24/1972,818,180,93.34177705,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/24/1972,627,130,93.34177705,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/24/1972,625,131,93.34177705,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/25/1972,970,223,93.79838621,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/26/1972,700,150,93.98192603,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/27/1972,786,154,94.28595728,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/28/1972,1400,346,93.50734356,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/28/1972,919,208,93.50734356,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/28/1972,904,205,93.50734356,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/29/1972,1480,371,93.04418194,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/29/1972,1010,234,93.04418194,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),6/30/1972,1570,396,92.10107177,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/6/1972,1510,376,86.35065233,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/6/1972,1340,330,86.35065233,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/7/1972,1360,330,86.57993383,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/11/1972,1120,287,86.44946351,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),7/11/1972,1120,280,86.44946351,OMR,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,4/3/1973,518,56,56.44372714,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,5/1/1973,732,104,71.50691023,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,6/5/1973,390,54,75.03508802,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,7/2/1973,412,54,83.15487119,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,7/31/1973,410,54,85.28607593,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,8/28/1973,415,58,83.35486185,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,9/25/1973,648,94,73.56187894,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,10/15/1973,530,75,74.39350789,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,11/13/1973,647,98,72.91115416,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,12/11/1973,600,90,54.96370577,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,1/9/1974,249,22,52.3990248,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,2/6/1974,403,52,51.00464256,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,3/25/1974,518,78,51.68743976,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/9/1974,277,34,0,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/25/1974,395,56,55.61045383,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,5/9/1974,430,66,63.22409207,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,5/22/1974,328,49,66.01020027,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,6/5/1974,354,51,66.06962575,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,6/24/1974,332,43,69.99961968,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/8/1974,280,36,76.89025194,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/22/1974,289,41,75.62640398,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,8/6/1974,229,26,75.76911836,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,8/22/1974,282,32,71.49326964,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,9/5/1974,504,85,66.73838917,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,9/18/1974,529,80,61.92807121,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,10/1/1974,388,52,64.58639727,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,10/16/1974,510,78,65.9782773,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,11/6/1974,313,42,66.51113004,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,11/18/1974,405,52,65.81281422,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,12/17/1974,370,47,59.95905109,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,2/3/1975,508,75,75.04331266,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,3/18/1975,335,38,53.72341881,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/1/1975,315,40,50.66749811,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,4/16/1975,395,50,56.4577803,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),4/17/1975,207,17,57.14555643,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),5/1/1975,172,14,60.77989824,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,5/1/1975,549,79,60.77989824,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,5/15/1975,453,65,64.74148651,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),6/3/1975,230,24,63.4770031,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,6/3/1975,333,47,63.4770031,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,6/17/1975,187,25,58.40701165,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),7/1/1975,169,15,65.61350093,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/1/1975,415,66,65.61350093,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),7/15/1975,161,9.9,72.78657388,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,7/15/1975,560,94,72.78657388,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),7/29/1975,169,9.9,69.78737734,OMR,Interior,W,TT
Old River South of Rock Slough (St 5A),8/12/1975,172,11,77.40602531,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,8/12/1975,426,66,77.40602531,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,8/25/1975,566,94,72.50785297,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),9/3/1975,204,17,71.67185489,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,9/11/1975,620,97,72.50531258,SJRcorridor,Interior,W,TT
Old River South of Rock Slough (St 5A),9/17/1975,208,15,67.76914315,OMR,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,9/26/1975,512,80,68.11721513,SJRcorridor,Interior,W,TT
P8 - San Joaquin River @ Buckley Cove,10/9/1975,403,57,69.58169251,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,10/23/1975,262,35,64.39367576,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),11/4/1975,164,11,68.66610369,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,11/26/1975,472,79,68.81861425,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),12/10/1975,142,6.2,66.57013895,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),12/19/1975,139,5.9,68.83102143,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,12/23/1975,422,74,69.03046395,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),12/29/1975,160,7.3,69.22727052,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),1/6/1976,180,10,71.21442848,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),1/13/1976,199,14,75.36424222,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),1/20/1976,188,12,80.2100418,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,1/22/1976,445,74,76.64284768,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),1/27/1976,193,12,77.97062911,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),2/3/1976,212,17,81.80059965,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),2/10/1976,254,28,83.87040675,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),2/17/1976,285,34,83.10337182,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,2/19/1976,783,124,82.29375485,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),2/26/1976,262,29,81.37221634,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),3/4/1976,295,40,79.54923954,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),3/9/1976,255,31,75.28454988,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,3/9/1976,827,131,75.28454988,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),3/16/1976,263,33,77.79029395,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,3/22/1976,633,89,80.53182831,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),3/24/1976,290,40,81.91757802,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),4/1/1976,351,55,82.93810488,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),4/6/1976,348,54,83.05086025,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,4/6/1976,699,106,83.05086025,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),4/13/1976,326,47,78.67838168,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,4/20/1976,802,134,77.04748941,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),4/28/1976,257,30,78.6716198,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),5/6/1976,260,31,82.95644102,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,5/6/1976,606,88,82.95644102,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),5/18/1976,349,55,87.20051714,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,5/20/1976,494,76,86.25465911,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),5/27/1976,398,67,85.73539321,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),6/1/1976,446,77,86.50645273,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,6/3/1976,465,65,86.05790799,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),6/10/1976,460,81,86.24558722,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),6/25/1976,567,108,86.50100266,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),7/2/1976,567,108,88.80012135,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),7/7/1976,548,107,87.94264314,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,7/7/1976,472,74,87.94264314,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),7/15/1976,566,119,88.67818386,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),7/15/1976,566,119,88.67818386,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,7/20/1976,487,82,85.68882507,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),7/22/1976,571,114,85.42715675,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),7/22/1976,571,114,85.42715675,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/3/1976,668,138,85.66917278,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,8/3/1976,418,117,85.66917278,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),8/12/1976,525,103,85.92286507,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/23/1976,425,79,84.52429961,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,8/27/1976,500,78,84.3652361,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),8/30/1976,465,81,83.96095388,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/10/1976,524,108,85.09946008,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,9/14/1976,410,59,85.13108289,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),9/17/1976,575,101,85.56655881,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,9/27/1976,498,86,88.69855102,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),9/29/1976,737,161,88.66226543,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),10/8/1976,626,120,89.25179208,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,10/13/1976,749,136,89.70007234,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,10/28/1976,819,129,91.56769133,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),11/4/1976,571,100,89.1702838,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,11/10/1976,1075,198,92.93277,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),11/18/1976,579,106,91.95756149,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),12/3/1976,749,153,93.43920522,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),12/15/1976,902,197,94.22153803,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),1/6/1977,988,227,92.67386711,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),1/20/1977,813,172,91.05034635,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,1/25/1977,1000,163,90.99498693,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,1/25/1977,1050,161,90.99498693,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),2/7/1977,1160,252,94.06067372,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,2/23/1977,942,154,93.09831658,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,2/23/1977,932,153,93.09831658,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),3/2/1977,1180,256,90.26821064,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,3/10/1977,791,118,93.08331717,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,3/10/1977,779,125,93.08331717,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),3/15/1977,1080,235,93.69341681,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,3/28/1977,792,129,93.2301192,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,3/28/1977,812,134,93.2301192,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),3/29/1977,1300,304,92.15314133,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),4/8/1977,1260,289,95.5432589,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,4/12/1977,726,112,93.62243221,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,4/12/1977,814,125,93.62243221,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),4/20/1977,1250,288,94.53718803,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,4/26/1977,658,103,94.7314341,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,4/26/1977,677,105,94.7314341,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),5/5/1977,1150,267,94.55252563,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,5/10/1977,686,114,93.59917768,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,5/10/1977,692,116,93.59917768,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),5/18/1977,991,227,92.05772441,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,5/25/1977,685,114,93.86880732,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,6/6/1977,617,98,96.28690157,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,6/6/1977,659,107,96.28690157,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),6/9/1977,1050,242,97.08249253,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),6/23/1977,1390,339,95.42512283,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,6/23/1977,610,103,95.42512283,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,6/23/1977,635,106,95.42512283,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,7/8/1977,652,116,93.63330181,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),7/12/1977,1540,386,94.29014398,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),7/20/1977,1690,425,95.79344749,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,7/21/1977,691,133,95.78657095,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,7/21/1977,692,134,95.78657095,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),7/26/1977,1490,370,94.6464473,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/2/1977,1400,373,95.68394653,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/9/1977,1350,361,94.66206153,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,8/9/1977,685,135,94.66206153,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,8/9/1977,680,136,94.66206153,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),8/16/1977,1420,342,95.12016685,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,8/22/1977,703,136,95.22599302,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,8/22/1977,717,139,95.22599302,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),8/23/1977,1300,302,95.4484552,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),8/30/1977,1460,377,96.31383784,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,9/2/1977,676,132,97.63934042,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,9/2/1977,695,138,97.63934042,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),9/6/1977,1460,372,95.3442764,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/13/1977,1620,423,97.75189249,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),9/20/1977,1510,381,94.30759826,OMR,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,9/20/1977,667,125,94.30759826,SJRcorridor,Interior,C,TT
P8 - San Joaquin River @ Buckley Cove,9/20/1977,672,126,94.30759826,SJRcorridor,Interior,C,TT
Old River South of Rock Slough (St 5A),9/27/1977,1490,374,93.68297047,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),10/4/1977,1490,386,95.16189775,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,10/4/1977,766,139,95.16189775,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,10/4/1977,827,150,95.16189775,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/11/1977,1440,363,0,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/18/1977,1390,511,0,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,10/18/1977,853,152,0,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,10/18/1977,857,150,0,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/25/1977,1370,326,98.51353899,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/1/1977,1530,399,97.79821424,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/8/1977,1500,342,93.6482057,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/14/1977,1420,325,97.01418075,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,11/15/1977,1410,260,96.41856401,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),11/21/1977,1320,302,93.6810691,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/7/1977,1300,318,95.92716794,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,12/16/1977,1140,188,97.47276004,SJRcorridor,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,12/16/1977,1210,194,97.47276004,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/20/1977,1640,383,89.23499497,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),12/27/1977,1440,332,86.39928373,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/3/1978,1030,226,83.7303191,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,1/13/1978,805,140,67.39051241,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/17/1978,468,80,59.14625574,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),1/31/1978,320,36,59.82498158,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/14/1978,419,48,52.74067557,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,2/15/1978,369,43,50.92561655,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),2/28/1978,352,37,58.02981941,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/9/1978,442,49,51.06449328,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,3/16/1978,349,33,49.81651337,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),3/24/1978,437,52,55.92345804,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/4/1978,506,64,57.31670008,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,4/4/1978,327,34,57.31670008,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/14/1978,254,30,52.74067557,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),4/28/1978,237,24,53.14061094,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,5/2/1978,204,19,50.92561655,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),5/16/1978,208,22,60.36200235,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/6/1978,215,23,66.43085838,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,6/13/1978,225,23,66.90227077,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),6/21/1978,189,15,78.00331108,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/7/1978,213,21,83.4381986,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,7/11/1978,481,65,82.38755921,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),7/24/1978,351,60,85.52855028,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/1/1978,426,78,84.62362617,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,8/9/1978,399,50,84.05648792,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),8/22/1978,466,91,83.59458748,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/1/1978,410,73,81.82001888,OMR,Interior,AN,TT
P8 - San Joaquin River @ Buckley Cove,9/12/1978,503,84,77.82234538,SJRcorridor,Interior,AN,TT
Old River South of Rock Slough (St 5A),9/13/1978,439,78,77.695743,OMR,Interior,AN,TT
Old River South of Rock Slough (St 5A),10/5/1978,259,26,75.68522065,OMR,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,10/11/1978,407,51,73.92111953,SJRcorridor,Interior,BN,TT
Old River South of Rock Slough (St 5A),10/18/1978,198,17,76.6622206,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),11/2/1978,175,14,78.68013722,OMR,Interior,BN,TT
Old River South of Rock Slough (St 5A),11/16/1978,183,15,78.70570663,OMR,Interior,BN,TT
P8 - San Joaquin River @ Buckley Cove,11/20/1978,378,52,79.17830243,SJRcorridor,Interior,BN,TT
